7.500000000000001110e-02,7.500000000000001110e-02
8.750000000000000833e-02,6.250000000000000000e-02
6.250000000000000000e-02,8.750000000000000833e-02
6.875000000000000555e-02,6.875000000000000555e-02
9.375000000000000000e-02,9.375000000000000000e-02
8.125000000000000278e-02,5.625000000000000139e-02
5.625000000000000139e-02,8.125000000000000278e-02
5.937500000000000416e-02,6.562500000000000278e-02
8.437500000000000555e-02,9.062500000000001110e-02
9.687500000000000278e-02,5.312500000000000555e-02
7.187500000000000833e-02,7.812500000000000000e-02
6.562500000000000278e-02,5.937500000000000416e-02
9.062500000000001110e-02,8.437500000000000555e-02
7.812500000000000000e-02,7.187500000000000833e-02
5.312500000000000555e-02,9.687500000000000278e-02
5.468750000000000000e-02,7.343750000000000278e-02
7.968750000000000833e-02,9.843750000000001110e-02
9.218750000000000555e-02,6.093750000000000555e-02
6.718750000000001110e-02,8.593750000000000000e-02
7.343750000000000278e-02,5.468750000000000000e-02
9.843750000000001110e-02,7.968750000000000833e-02
8.593750000000000000e-02,6.718750000000001110e-02
6.093750000000000555e-02,9.218750000000000555e-02
5.781250000000000278e-02,5.781250000000000278e-02
8.281250000000001110e-02,8.281250000000001110e-02
9.531250000000000833e-02,7.031250000000000000e-02
7.031250000000000000e-02,9.531250000000000833e-02
6.406250000000000833e-02,6.406250000000000833e-02
8.906250000000000278e-02,8.906250000000000278e-02
7.656250000000000555e-02,5.156250000000000416e-02
5.156250000000000416e-02,7.656250000000000555e-02
5.234375000000000139e-02,6.328125000000001110e-02
7.734375000000000278e-02,8.828125000000000555e-02
8.984375000000000000e-02,5.078125000000000000e-02
6.484375000000000555e-02,7.578125000000000833e-02
7.109375000000001110e-02,5.703125000000000555e-02
9.609375000000000555e-02,8.203125000000000000e-02
8.359374999999999445e-02,6.953125000000000278e-02
5.859375000000000000e-02,9.453125000000001110e-02
6.171875000000000278e-02,5.390625000000000278e-02
8.671875000000001110e-02,7.890625000000001110e-02
9.921875000000000833e-02,6.640625000000000000e-02
7.421875000000000000e-02,9.140625000000000833e-02
6.796875000000000833e-02,7.265625000000000555e-02
9.296875000000000278e-02,9.765625000000000000e-02
8.046875000000000555e-02,6.015625000000000139e-02
5.546875000000000416e-02,8.515625000000000278e-02
5.390625000000000278e-02,6.171875000000000278e-02
7.890625000000001110e-02,8.671875000000001110e-02
9.140625000000000833e-02,7.421875000000000000e-02
6.640625000000000000e-02,9.921875000000000833e-02
7.265625000000000555e-02,6.796875000000000833e-02
9.765625000000000000e-02,9.296875000000000278e-02
8.515625000000000278e-02,5.546875000000000416e-02
6.015625000000000139e-02,8.046875000000000555e-02
5.703125000000000555e-02,7.109375000000001110e-02
8.203125000000000000e-02,9.609375000000000555e-02
9.453125000000001110e-02,5.859375000000000000e-02
6.953125000000000278e-02,8.359374999999999445e-02
6.328125000000001110e-02,5.234375000000000139e-02
8.828125000000000555e-02,7.734375000000000278e-02
7.578125000000000833e-02,6.484375000000000555e-02
5.078125000000000000e-02,8.984375000000000000e-02
5.117187500000000555e-02,6.992187500000000833e-02
7.617187500000000000e-02,9.492187500000000278e-02
8.867187500000001110e-02,5.742187500000000416e-02
6.367187500000000278e-02,8.242187500000000555e-02
6.992187500000000833e-02,5.117187500000000555e-02
9.492187500000000278e-02,7.617187500000000000e-02
8.242187500000000555e-02,6.367187500000000278e-02
5.742187500000000416e-02,8.867187500000001110e-02
6.054687500000000000e-02,6.054687500000000000e-02
8.554687499999999445e-02,8.554687499999999445e-02
9.804687500000000555e-02,7.304687500000001110e-02
7.304687500000001110e-02,9.804687500000000555e-02
6.679687500000000555e-02,6.679687500000000555e-02
9.179687500000000000e-02,9.179687500000000000e-02
7.929687500000000278e-02,5.429687500000000139e-02
5.429687500000000139e-02,7.929687500000000278e-02
5.585937500000000278e-02,5.585937500000000278e-02
8.085937500000001110e-02,8.085937500000001110e-02
9.335937500000000833e-02,6.835937500000000000e-02
6.835937500000000000e-02,9.335937500000000833e-02
7.460937500000000555e-02,7.460937500000000555e-02
9.960937500000000000e-02,9.960937500000000000e-02
8.710937500000000278e-02,6.210937500000000139e-02
6.210937500000000139e-02,8.710937500000000278e-02
5.898437500000000555e-02,6.523437500000001110e-02
8.398437500000000000e-02,9.023437500000000555e-02
9.648437500000001110e-02,5.273437500000000000e-02
7.148437500000000278e-02,7.773437500000000833e-02
6.523437500000001110e-02,5.898437500000000555e-02
9.023437500000000555e-02,8.398437500000000000e-02
7.773437500000000833e-02,7.148437500000000278e-02
5.273437500000000000e-02,9.648437500000001110e-02
5.195312500000000278e-02,5.664062500000000000e-02
7.695312500000001110e-02,8.164062499999999445e-02
8.945312500000000833e-02,6.914062500000001110e-02
6.445312500000000000e-02,9.414062500000000555e-02
7.070312500000000555e-02,6.289062500000000555e-02
