1.749999999999999889e-01,1.749999999999999889e-01,1.749999999999999889e-01,1.749999999999999889e-01
2.374999999999999889e-01,1.125000000000000028e-01,1.125000000000000028e-01,2.374999999999999889e-01
1.125000000000000028e-01,2.374999999999999889e-01,2.374999999999999889e-01,1.125000000000000028e-01
1.437499999999999889e-01,1.437499999999999889e-01,1.437499999999999889e-01,2.062499999999999889e-01
2.687499999999999889e-01,2.687499999999999889e-01,2.687499999999999889e-01,8.125000000000000278e-02
2.062499999999999889e-01,8.125000000000000278e-02,8.125000000000000278e-02,1.437499999999999889e-01
8.125000000000000278e-02,2.062499999999999889e-01,2.062499999999999889e-01,2.687499999999999889e-01
9.687500000000000278e-02,1.281249999999999889e-01,1.281249999999999889e-01,1.281249999999999889e-01
2.218749999999999889e-01,2.531249999999999889e-01,2.531249999999999889e-01,2.531249999999999889e-01
2.843749999999999889e-01,6.562500000000000278e-02,6.562500000000000278e-02,1.906249999999999889e-01
1.593749999999999889e-01,1.906249999999999889e-01,1.906249999999999889e-01,6.562500000000000278e-02
1.281249999999999889e-01,9.687500000000000278e-02,9.687500000000000278e-02,2.843749999999999889e-01
2.531249999999999889e-01,2.218749999999999889e-01,2.218749999999999889e-01,1.593749999999999889e-01
1.906249999999999889e-01,1.593749999999999889e-01,1.593749999999999889e-01,9.687500000000000278e-02
6.562500000000000278e-02,2.843749999999999889e-01,2.843749999999999889e-01,2.218749999999999889e-01
7.343750000000000278e-02,1.671874999999999889e-01,1.671874999999999889e-01,2.609374999999999889e-01
1.984374999999999889e-01,2.921874999999999889e-01,2.921874999999999889e-01,1.359374999999999889e-01
2.609374999999999889e-01,1.046875000000000028e-01,1.046875000000000028e-01,7.343750000000000278e-02
1.359374999999999889e-01,2.296874999999999889e-01,2.296874999999999889e-01,1.984374999999999889e-01
1.671874999999999889e-01,7.343750000000000278e-02,7.343750000000000278e-02,1.671874999999999889e-01
2.921874999999999889e-01,1.984374999999999889e-01,1.984374999999999889e-01,2.921874999999999889e-01
2.296874999999999889e-01,1.359374999999999889e-01,1.359374999999999889e-01,2.296874999999999889e-01
1.046875000000000028e-01,2.609374999999999889e-01,2.609374999999999889e-01,1.046875000000000028e-01
8.906250000000000278e-02,8.906250000000000278e-02,8.906250000000000278e-02,1.828124999999999889e-01
2.140624999999999889e-01,2.140624999999999889e-01,2.140624999999999889e-01,5.781250000000000278e-02
2.765624999999999889e-01,1.515624999999999889e-01,1.515624999999999889e-01,1.203125000000000028e-01
1.515624999999999889e-01,2.765624999999999889e-01,2.765624999999999889e-01,2.453124999999999889e-01
1.203125000000000028e-01,1.203125000000000028e-01,1.203125000000000028e-01,8.906250000000000278e-02
2.453124999999999889e-01,2.453124999999999889e-01,2.453124999999999889e-01,2.140624999999999889e-01
1.828124999999999889e-01,5.781250000000000278e-02,5.781250000000000278e-02,2.765624999999999889e-01
5.781250000000000278e-02,1.828124999999999889e-01,1.828124999999999889e-01,1.515624999999999889e-01
6.171875000000000278e-02,1.164062500000000028e-01,1.164062500000000028e-01,2.023437499999999889e-01
1.867187499999999889e-01,2.414062499999999889e-01,2.414062499999999889e-01,7.734375000000000278e-02
2.492187499999999889e-01,5.390625000000000278e-02,5.390625000000000278e-02,1.398437499999999889e-01
1.242187500000000028e-01,1.789062499999999889e-01,1.789062499999999889e-01,2.648437499999999889e-01
1.554687499999999889e-01,8.515625000000000278e-02,8.515625000000000278e-02,1.085937500000000028e-01
2.804687499999999889e-01,2.101562499999999889e-01,2.101562499999999889e-01,2.335937499999999889e-01
2.179687499999999889e-01,1.476562499999999889e-01,1.476562499999999889e-01,2.960937499999999889e-01
9.296875000000000278e-02,2.726562499999999889e-01,2.726562499999999889e-01,1.710937499999999889e-01
1.085937500000000028e-01,6.953125000000000278e-02,6.953125000000000278e-02,2.492187499999999889e-01
2.335937499999999889e-01,1.945312499999999889e-01,1.945312499999999889e-01,1.242187500000000028e-01
2.960937499999999889e-01,1.320312499999999889e-01,1.320312499999999889e-01,6.171875000000000278e-02
1.710937499999999889e-01,2.570312499999999889e-01,2.570312499999999889e-01,1.867187499999999889e-01
1.398437499999999889e-01,1.632812499999999889e-01,1.632812499999999889e-01,1.554687499999999889e-01
2.648437499999999889e-01,2.882812499999999889e-01,2.882812499999999889e-01,2.804687499999999889e-01
2.023437499999999889e-01,1.007812500000000028e-01,1.007812500000000028e-01,2.179687499999999889e-01
7.734375000000000278e-02,2.257812499999999889e-01,2.257812499999999889e-01,9.296875000000000278e-02
6.953125000000000278e-02,1.085937500000000028e-01,1.085937500000000028e-01,1.164062500000000028e-01
1.945312499999999889e-01,2.335937499999999889e-01,2.335937499999999889e-01,2.414062499999999889e-01
2.570312499999999889e-01,1.710937499999999889e-01,1.710937499999999889e-01,1.789062499999999889e-01
1.320312499999999889e-01,2.960937499999999889e-01,2.960937499999999889e-01,5.390625000000000278e-02
1.632812499999999889e-01,1.398437499999999889e-01,1.398437499999999889e-01,2.726562499999999889e-01
2.882812499999999889e-01,2.648437499999999889e-01,2.648437499999999889e-01,1.476562499999999889e-01
2.257812499999999889e-01,7.734375000000000278e-02,7.734375000000000278e-02,8.515625000000000278e-02
1.007812500000000028e-01,2.023437499999999889e-01,2.023437499999999889e-01,2.101562499999999889e-01
8.515625000000000278e-02,1.554687499999999889e-01,1.554687499999999889e-01,6.953125000000000278e-02
2.101562499999999889e-01,2.804687499999999889e-01,2.804687499999999889e-01,1.945312499999999889e-01
2.726562499999999889e-01,9.296875000000000278e-02,9.296875000000000278e-02,2.570312499999999889e-01
1.476562499999999889e-01,2.179687499999999889e-01,2.179687499999999889e-01,1.320312499999999889e-01
1.164062500000000028e-01,6.171875000000000278e-02,6.171875000000000278e-02,2.257812499999999889e-01
2.414062499999999889e-01,1.867187499999999889e-01,1.867187499999999889e-01,1.007812500000000028e-01
1.789062499999999889e-01,1.242187500000000028e-01,1.242187500000000028e-01,1.632812499999999889e-01
5.390625000000000278e-02,2.492187499999999889e-01,2.492187499999999889e-01,2.882812499999999889e-01
5.585937500000000278e-02,1.496093749999999889e-01,1.496093749999999889e-01,1.613281249999999889e-01
1.808593749999999889e-01,2.746093749999999889e-01,2.746093749999999889e-01,2.863281249999999889e-01
2.433593749999999889e-01,8.710937500000000278e-02,8.710937500000000278e-02,2.238281249999999889e-01
1.183593750000000028e-01,2.121093749999999889e-01,2.121093749999999889e-01,9.882812500000000278e-02
1.496093749999999889e-01,5.585937500000000278e-02,5.585937500000000278e-02,2.550781249999999889e-01
2.746093749999999889e-01,1.808593749999999889e-01,1.808593749999999889e-01,1.300781249999999889e-01
2.121093749999999889e-01,1.183593750000000028e-01,1.183593750000000028e-01,6.757812500000000278e-02
8.710937500000000278e-02,2.433593749999999889e-01,2.433593749999999889e-01,1.925781249999999889e-01
1.027343750000000028e-01,1.027343750000000028e-01,1.027343750000000028e-01,8.320312500000000278e-02
2.277343749999999889e-01,2.277343749999999889e-01,2.277343749999999889e-01,2.082031249999999889e-01
2.902343749999999889e-01,1.652343749999999889e-01,1.652343749999999889e-01,2.707031249999999889e-01
1.652343749999999889e-01,2.902343749999999889e-01,2.902343749999999889e-01,1.457031249999999889e-01
1.339843749999999889e-01,1.339843749999999889e-01,1.339843749999999889e-01,1.769531249999999889e-01
2.589843749999999889e-01,2.589843749999999889e-01,2.589843749999999889e-01,5.195312500000000278e-02
1.964843749999999889e-01,7.148437500000000278e-02,7.148437500000000278e-02,1.144531250000000028e-01
7.148437500000000278e-02,1.964843749999999889e-01,1.964843749999999889e-01,2.394531249999999889e-01
7.929687500000000278e-02,7.929687500000000278e-02,7.929687500000000278e-02,2.160156249999999889e-01
2.042968749999999889e-01,2.042968749999999889e-01,2.042968749999999889e-01,9.101562500000000278e-02
2.667968749999999889e-01,1.417968749999999889e-01,1.417968749999999889e-01,1.535156249999999889e-01
